Virtual environment activated.
Epoch 1/30 | val: {'dice': 0.6931818181818182, 'iou': 0.6931818181818182, 'boundary_f1': 0.6931818344376304, 'betti0_err': 0.9772727272727273, 'betti1_err': 0.7045454545454546, 'pd_dist': 0.2158394431300921}
Epoch 22/30 | val: {'dice': 0.639449954032898, 'iou': 0.6354041614315726, 'boundary_f1': 0.7573931650681929, 'betti0_err': 1.0511363636363635, 'betti1_err': 0.6988636363636364, 'pd_dist': 0.1847186233558689}
Epoch 23/30 | val: {'dice': 0.6392234699292616, 'iou': 0.6352676911787554, 'boundary_f1': 0.7533608783375133, 'betti0_err': 0.9772727272727273, 'betti1_err': 0.6988636363636364, 'pd_dist': 0.1875888739386686}
Epoch 24/30 | val: {'dice': 0.6332017454234037, 'iou': 0.6293912746689536, 'boundary_f1': 0.7593102346767079, 'betti0_err': 1.0340909090909092, 'betti1_err': 0.6988636363636364, 'pd_dist': 0.1871313605325363}
Epoch 25/30 | val: {'dice': 0.634278191761537, 'iou': 0.6299706372347745, 'boundary_f1': 0.758326611735604, 'betti0_err': 1.0340909090909092, 'betti1_err': 0.7045454545454546, 'pd_dist': 0.1826467610806084}
Epoch 26/30 | val: {'dice': 0.6389134905555032, 'iou': 0.6350751465017145, 'boundary_f1': 0.7656307328831066, 'betti0_err': 0.9829545454545454, 'betti1_err': 0.7045454545454546, 'pd_dist': 0.17463365620709737}
Epoch 27/30 | val: {'dice': 0.6294324018738486, 'iou': 0.624732182784514, 'boundary_f1': 0.7623537833040411, 'betti0_err': 1.1136363636363635, 'betti1_err': 0.6988636363636364, 'pd_dist': 0.193915554492484}
Epoch 28/30 | val: {'dice': 0.6395904801108621, 'iou': 0.6354589706117456, 'boundary_f1': 0.7709692987528715, 'betti0_err': 1.0511363636363635, 'betti1_err': 0.6988636363636364, 'pd_dist': 0.17812818504183706}
Epoch 29/30 | val: {'dice': 0.6383125158873472, 'iou': 0.6347520513968035, 'boundary_f1': 0.755463410507549, 'betti0_err': 0.7897727272727273, 'betti1_err': 0.7045454545454546, 'pd_dist': 0.17499234531243338}
Epoch 30/30 | val: {'dice': 0.6346975104375319, 'iou': 0.6302110715345903, 'boundary_f1': 0.7697952389717102, 'betti0_err': 0.9431818181818182, 'betti1_err': 0.6988636363636364, 'pd_dist': 0.1770761956606146}
Training complete. Best val: {'dice': 0.6966753168539568, 'iou': 0.6950920495119962, 'boundary_f1': 0.7658442421392961, 'betti0_err': 0.7670454545454546, 'betti1_err': 0.6875, 'pd_dist': 0.2013130549706956}
Training job completed!
